mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:19:21.041968: Remain 1 Samples, max category conditions [30], timestep  731
2024-08-18 16:19:21.127003: Remain 1 Samples, max category conditions [30], timestep  730
2024-08-18 16:19:21.213162: Remain 1 Samples, max category conditions [30], timestep  729
2024-08-18 16:19:21.298734: Remain 1 Samples, max category conditions [30], timestep  728
2024-08-18 16:19:21.383311: Remain 1 Samples, max category conditions [30], timestep  727
2024-08-18 16:19:21.468802: Remain 1 Samples, max category conditions [30], timestep  726
2024-08-18 16:19:21.554408: Remain 1 Samples, max category conditions [30], timestep  725
2024-08-18 16:19:21.639825: Remain 1 Samples, max category conditions [30], timestep  724
2024-08-18 16:19:21.724860: Remain 1 Samples, max category conditions [30], timestep  723
2024-08-18 16:19:21.811396: Remain 1 Samples, max category conditions [30], timestep  722
2024-08-18 16:19:21.896930: Remain 1 Samples, max category conditions [30], timestep  721
2024-08-18 16:19:21.981504: Remain 1 Samples, max category conditions [30], timestep  720
2024-08-18 16:19:22.068110: Remain 1 Samples, max category conditions [30], timestep  719
2024-08-18 16:19:22.155656: Remain 1 Samples, max category conditions [30], timestep  718
2024-08-18 16:19:22.240802: Remain 1 Samples, max category conditions [30], timestep  717
2024-08-18 16:19:22.325807: Remain 1 Samples, max category conditions [30], timestep  716
2024-08-18 16:19:22.412401: Remain 1 Samples, max category conditions [30], timestep  715
2024-08-18 16:19:22.497962: Remain 1 Samples, max category conditions [30], timestep  714
2024-08-18 16:19:22.583200: Remain 1 Samples, max category conditions [30], timestep  713
2024-08-18 16:19:22.668777: Remain 1 Samples, max category conditions [30], timestep  712
2024-08-18 16:19:22.754352: Remain 1 Samples, max category conditions [30], timestep  711
2024-08-18 16:19:22.839675: Remain 1 Samples, max category conditions [30], timestep  710
2024-08-18 16:19:22.924681: Remain 1 Samples, max category conditions [30], timestep  709
2024-08-18 16:19:23.010106: Remain 1 Samples, max category conditions [30], timestep  708
2024-08-18 16:19:23.095705: Remain 1 Samples, max category conditions [30], timestep  707
2024-08-18 16:19:23.182276: Remain 1 Samples, max category conditions [30], timestep  706
2024-08-18 16:19:23.267855: Remain 1 Samples, max category conditions [30], timestep  705
2024-08-18 16:19:23.352465: Remain 1 Samples, max category conditions [30], timestep  704
2024-08-18 16:19:23.440009: Remain 1 Samples, max category conditions [30], timestep  703
2024-08-18 16:19:23.526029: Remain 1 Samples, max category conditions [30], timestep  702
2024-08-18 16:19:23.612256: Remain 1 Samples, max category conditions [30], timestep  701
2024-08-18 16:19:23.697829: Remain 1 Samples, max category conditions [30], timestep  700
2024-08-18 16:19:23.782406: Remain 1 Samples, max category conditions [30], timestep  699
2024-08-18 16:19:23.867986: Remain 1 Samples, max category conditions [30], timestep  698
2024-08-18 16:19:23.953587: Remain 1 Samples, max category conditions [30], timestep  697
2024-08-18 16:19:24.038770: Remain 1 Samples, max category conditions [30], timestep  696
2024-08-18 16:19:24.123774: Remain 1 Samples, max category conditions [30], timestep  695
2024-08-18 16:19:24.209080: Remain 1 Samples, max category conditions [30], timestep  694
2024-08-18 16:19:24.296658: Remain 1 Samples, max category conditions [30], timestep  693
2024-08-18 16:19:24.381265: Remain 1 Samples, max category conditions [30], timestep  692
2024-08-18 16:19:24.467565: Remain 1 Samples, max category conditions [30], timestep  691
2024-08-18 16:19:24.552172: Remain 1 Samples, max category conditions [30], timestep  690
2024-08-18 16:19:24.638417: Remain 1 Samples, max category conditions [30], timestep  689
2024-08-18 16:19:24.724423: Remain 1 Samples, max category conditions [30], timestep  688
2024-08-18 16:19:24.810903: Remain 1 Samples, max category conditions [30], timestep  687
2024-08-18 16:19:24.896491: Remain 1 Samples, max category conditions [30], timestep  686
2024-08-18 16:19:24.984113: Remain 1 Samples, max category conditions [30], timestep  685
2024-08-18 16:19:25.068649: Remain 1 Samples, max category conditions [30], timestep  684
2024-08-18 16:19:25.154136: Remain 1 Samples, max category conditions [30], timestep  683
2024-08-18 16:19:25.239680: Remain 1 Samples, max category conditions [30], timestep  682
2024-08-18 16:19:25.326685: Remain 1 Samples, max category conditions [30], timestep  681
2024-08-18 16:19:25.412244: Remain 1 Samples, max category conditions [30], timestep  680
2024-08-18 16:19:25.498850: Remain 1 Samples, max category conditions [30], timestep  679
2024-08-18 16:19:25.583676: Remain 1 Samples, max category conditions [30], timestep  678
2024-08-18 16:19:25.668288: Remain 1 Samples, max category conditions [30], timestep  677
2024-08-18 16:19:25.753895: Remain 1 Samples, max category conditions [30], timestep  676
2024-08-18 16:19:25.839200: Remain 1 Samples, max category conditions [30], timestep  675
2024-08-18 16:19:25.924206: Remain 1 Samples, max category conditions [30], timestep  674
2024-08-18 16:19:26.010740: Remain 1 Samples, max category conditions [30], timestep  673
2024-08-18 16:19:26.095315: Remain 1 Samples, max category conditions [30], timestep  672
2024-08-18 16:19:26.179717: Remain 1 Samples, max category conditions [30], timestep  671
2024-08-18 16:19:26.265347: Remain 1 Samples, max category conditions [30], timestep  670
2024-08-18 16:19:26.353448: Remain 1 Samples, max category conditions [30], timestep  669
2024-08-18 16:19:26.439767: Remain 1 Samples, max category conditions [30], timestep  668
2024-08-18 16:19:26.524746: Remain 1 Samples, max category conditions [30], timestep  667
2024-08-18 16:19:26.611309: Remain 1 Samples, max category conditions [30], timestep  666
2024-08-18 16:19:26.696885: Remain 1 Samples, max category conditions [30], timestep  665
2024-08-18 16:19:26.782500: Remain 1 Samples, max category conditions [30], timestep  664
2024-08-18 16:19:26.867045: Remain 1 Samples, max category conditions [30], timestep  663
2024-08-18 16:19:26.952651: Remain 1 Samples, max category conditions [30], timestep  662
2024-08-18 16:19:27.038206: Remain 1 Samples, max category conditions [30], timestep  661
2024-08-18 16:19:27.124212: Remain 1 Samples, max category conditions [30], timestep  660
2024-08-18 16:19:27.209745: Remain 1 Samples, max category conditions [30], timestep  659
2024-08-18 16:19:27.295352: Remain 1 Samples, max category conditions [30], timestep  658
2024-08-18 16:19:27.379926: Remain 1 Samples, max category conditions [30], timestep  657
2024-08-18 16:19:27.465510: Remain 1 Samples, max category conditions [30], timestep  656
2024-08-18 16:19:27.551127: Remain 1 Samples, max category conditions [30], timestep  655
2024-08-18 16:19:27.636668: Remain 1 Samples, max category conditions [30], timestep  654
2024-08-18 16:19:27.722705: Remain 1 Samples, max category conditions [30], timestep  653
2024-08-18 16:19:27.810880: Remain 1 Samples, max category conditions [30], timestep  652
2024-08-18 16:19:27.898396: Remain 1 Samples, max category conditions [30], timestep  651
2024-08-18 16:19:27.983910: Remain 1 Samples, max category conditions [30], timestep  650
2024-08-18 16:19:28.069523: Remain 1 Samples, max category conditions [30], timestep  649
2024-08-18 16:19:28.165067: Remain 1 Samples, max category conditions [30], timestep  648
2024-08-18 16:19:28.255648: Remain 1 Samples, max category conditions [30], timestep  647
2024-08-18 16:19:28.341217: Remain 1 Samples, max category conditions [30], timestep  646
2024-08-18 16:19:28.426223: Remain 1 Samples, max category conditions [30], timestep  645
2024-08-18 16:19:28.511781: Remain 1 Samples, max category conditions [30], timestep  644
2024-08-18 16:19:28.597352: Remain 1 Samples, max category conditions [30], timestep  643
2024-08-18 16:19:28.682939: Remain 1 Samples, max category conditions [30], timestep  642
2024-08-18 16:19:28.768518: Remain 1 Samples, max category conditions [30], timestep  641
2024-08-18 16:19:28.854741: Remain 1 Samples, max category conditions [30], timestep  640
2024-08-18 16:19:28.940251: Remain 1 Samples, max category conditions [30], timestep  639
2024-08-18 16:19:29.026257: Remain 1 Samples, max category conditions [30], timestep  638
2024-08-18 16:19:29.112767: Remain 1 Samples, max category conditions [30], timestep  637
2024-08-18 16:19:29.199344: Remain 1 Samples, max category conditions [30], timestep  636
2024-08-18 16:19:29.284918: Remain 1 Samples, max category conditions [30], timestep  635
2024-08-18 16:19:29.369499: Remain 1 Samples, max category conditions [30], timestep  634
2024-08-18 16:19:29.455080: Remain 1 Samples, max category conditions [30], timestep  633
2024-08-18 16:19:29.540179: Remain 1 Samples, max category conditions [30], timestep  632
2024-08-18 16:19:29.628211: Remain 1 Samples, max category conditions [30], timestep  631
2024-08-18 16:19:29.715594: Remain 1 Samples, max category conditions [30], timestep  630
2024-08-18 16:19:29.801138: Remain 1 Samples, max category conditions [30], timestep  629
2024-08-18 16:19:29.886248: Remain 1 Samples, max category conditions [30], timestep  628
2024-08-18 16:19:29.973759: Remain 1 Samples, max category conditions [30], timestep  627
2024-08-18 16:19:30.059336: Remain 1 Samples, max category conditions [30], timestep  626
2024-08-18 16:19:30.145626: Remain 1 Samples, max category conditions [30], timestep  625
2024-08-18 16:19:30.230176: Remain 1 Samples, max category conditions [30], timestep  624
2024-08-18 16:19:30.315710: Remain 1 Samples, max category conditions [30], timestep  623
2024-08-18 16:19:30.401064: Remain 1 Samples, max category conditions [30], timestep  622
2024-08-18 16:19:30.486671: Remain 1 Samples, max category conditions [30], timestep  621
2024-08-18 16:19:30.574287: Remain 1 Samples, max category conditions [30], timestep  620
2024-08-18 16:19:30.658894: Remain 1 Samples, max category conditions [30], timestep  619
2024-08-18 16:19:30.745199: Remain 1 Samples, max category conditions [30], timestep  618
2024-08-18 16:19:30.831206: Remain 1 Samples, max category conditions [30], timestep  617
2024-08-18 16:19:30.916761: Remain 1 Samples, max category conditions [30], timestep  616
2024-08-18 16:19:31.002317: Remain 1 Samples, max category conditions [30], timestep  615
2024-08-18 16:19:31.089895: Remain 1 Samples, max category conditions [30], timestep  614
2024-08-18 16:19:31.175407: Remain 1 Samples, max category conditions [30], timestep  613
2024-08-18 16:19:31.259986: Remain 1 Samples, max category conditions [30], timestep  612
2024-08-18 16:19:31.346499: Remain 1 Samples, max category conditions [30], timestep  611
2024-08-18 16:19:31.432051: Remain 1 Samples, max category conditions [30], timestep  610
2024-08-18 16:19:31.517585: Remain 1 Samples, max category conditions [30], timestep  609
2024-08-18 16:19:31.602132: Remain 1 Samples, max category conditions [30], timestep  608
2024-08-18 16:19:31.688723: Remain 1 Samples, max category conditions [30], timestep  607
2024-08-18 16:19:31.776322: Remain 1 Samples, max category conditions [30], timestep  606
2024-08-18 16:19:31.861899: Remain 1 Samples, max category conditions [30], timestep  605
2024-08-18 16:19:31.947926: Remain 1 Samples, max category conditions [30], timestep  604
2024-08-18 16:19:32.032962: Remain 1 Samples, max category conditions [30], timestep  603
2024-08-18 16:19:32.119184: Remain 1 Samples, max category conditions [30], timestep  602
2024-08-18 16:19:32.204748: Remain 1 Samples, max category conditions [30], timestep  601
2024-08-18 16:19:32.290260: Remain 1 Samples, max category conditions [30], timestep  600
2024-08-18 16:19:32.376469: Remain 1 Samples, max category conditions [30], timestep  599
2024-08-18 16:19:32.462637: Remain 1 Samples, max category conditions [30], timestep  598
2024-08-18 16:19:32.548081: Remain 1 Samples, max category conditions [30], timestep  597
2024-08-18 16:19:32.634096: Remain 1 Samples, max category conditions [30], timestep  596
2024-08-18 16:19:32.719624: Remain 1 Samples, max category conditions [30], timestep  595
2024-08-18 16:19:32.805050: Remain 1 Samples, max category conditions [30], timestep  594
2024-08-18 16:19:32.890588: Remain 1 Samples, max category conditions [30], timestep  593
2024-08-18 16:19:32.976018: Remain 1 Samples, max category conditions [30], timestep  592
2024-08-18 16:19:33.061567: Remain 1 Samples, max category conditions [30], timestep  591
2024-08-18 16:19:33.147797: Remain 1 Samples, max category conditions [30], timestep  590
2024-08-18 16:19:33.233803: Remain 1 Samples, max category conditions [30], timestep  589
2024-08-18 16:19:33.318343: Remain 1 Samples, max category conditions [30], timestep  588
2024-08-18 16:19:33.404884: Remain 1 Samples, max category conditions [30], timestep  587
2024-08-18 16:19:33.491434: Remain 1 Samples, max category conditions [30], timestep  586
2024-08-18 16:19:33.578013: Remain 1 Samples, max category conditions [30], timestep  585
2024-08-18 16:19:33.663066: Remain 1 Samples, max category conditions [30], timestep  584
2024-08-18 16:19:33.748357: Remain 1 Samples, max category conditions [30], timestep  583
2024-08-18 16:19:33.834360: Remain 1 Samples, max category conditions [30], timestep  582
2024-08-18 16:19:33.918895: Remain 1 Samples, max category conditions [30], timestep  581
2024-08-18 16:19:34.004501: Remain 1 Samples, max category conditions [30], timestep  580
2024-08-18 16:19:34.090069: Remain 1 Samples, max category conditions [30], timestep  579
2024-08-18 16:19:34.176651: Remain 1 Samples, max category conditions [30], timestep  578
2024-08-18 16:19:34.262230: Remain 1 Samples, max category conditions [30], timestep  577
2024-08-18 16:19:34.346775: Remain 1 Samples, max category conditions [30], timestep  576
2024-08-18 16:19:34.432786: Remain 1 Samples, max category conditions [30], timestep  575
2024-08-18 16:19:34.519127: Remain 1 Samples, max category conditions [30], timestep  574
2024-08-18 16:19:34.606702: Remain 1 Samples, max category conditions [30], timestep  573
2024-08-18 16:19:34.692320: Remain 1 Samples, max category conditions [30], timestep  572
2024-08-18 16:19:34.779900: Remain 1 Samples, max category conditions [30], timestep  571
2024-08-18 16:19:34.865957: Remain 1 Samples, max category conditions [30], timestep  570
2024-08-18 16:19:34.951321: Remain 1 Samples, max category conditions [30], timestep  569
2024-08-18 16:19:35.036355: Remain 1 Samples, max category conditions [30], timestep  568
2024-08-18 16:19:35.122866: Remain 1 Samples, max category conditions [30], timestep  567
2024-08-18 16:19:35.208414: Remain 1 Samples, max category conditions [30], timestep  566
2024-08-18 16:19:35.293952: Remain 1 Samples, max category conditions [30], timestep  565
2024-08-18 16:19:35.378497: Remain 1 Samples, max category conditions [30], timestep  564
2024-08-18 16:19:35.464012: Remain 1 Samples, max category conditions [30], timestep  563
2024-08-18 16:19:35.550433: Remain 1 Samples, max category conditions [30], timestep  562
2024-08-18 16:19:35.636438: Remain 1 Samples, max category conditions [30], timestep  561
2024-08-18 16:19:35.722974: Remain 1 Samples, max category conditions [30], timestep  560
2024-08-18 16:19:35.809430: Remain 1 Samples, max category conditions [30], timestep  559
2024-08-18 16:19:35.895005: Remain 1 Samples, max category conditions [30], timestep  558
2024-08-18 16:19:35.980134: Remain 1 Samples, max category conditions [30], timestep  557
2024-08-18 16:19:36.066308: Remain 1 Samples, max category conditions [30], timestep  556
2024-08-18 16:19:36.151608: Remain 1 Samples, max category conditions [30], timestep  555
2024-08-18 16:19:36.236613: Remain 1 Samples, max category conditions [30], timestep  554
2024-08-18 16:19:36.322879: Remain 1 Samples, max category conditions [30], timestep  553
2024-08-18 16:19:36.408463: Remain 1 Samples, max category conditions [30], timestep  552
2024-08-18 16:19:36.494013: Remain 1 Samples, max category conditions [30], timestep  551
2024-08-18 16:19:36.579231: Remain 1 Samples, max category conditions [30], timestep  550
2024-08-18 16:19:36.665839: Remain 1 Samples, max category conditions [30], timestep  549
2024-08-18 16:19:36.751415: Remain 1 Samples, max category conditions [30], timestep  548
2024-08-18 16:19:36.837396: Remain 1 Samples, max category conditions [30], timestep  547
2024-08-18 16:19:36.922958: Remain 1 Samples, max category conditions [30], timestep  546
2024-08-18 16:19:37.008529: Remain 1 Samples, max category conditions [30], timestep  545
2024-08-18 16:19:37.094854: Remain 1 Samples, max category conditions [30], timestep  544
2024-08-18 16:19:37.179439: Remain 1 Samples, max category conditions [30], timestep  543
2024-08-18 16:19:37.265019: Remain 1 Samples, max category conditions [30], timestep  542
2024-08-18 16:19:37.352385: Remain 1 Samples, max category conditions [30], timestep  541
2024-08-18 16:19:37.438389: Remain 1 Samples, max category conditions [30], timestep  540
2024-08-18 16:19:37.522949: Remain 1 Samples, max category conditions [30], timestep  539
2024-08-18 16:19:37.608544: Remain 1 Samples, max category conditions [30], timestep  538
2024-08-18 16:19:37.695092: Remain 1 Samples, max category conditions [30], timestep  537
2024-08-18 16:19:37.780635: Remain 1 Samples, max category conditions [30], timestep  536
2024-08-18 16:19:37.866237: Remain 1 Samples, max category conditions [30], timestep  535
2024-08-18 16:19:37.952673: Remain 1 Samples, max category conditions [30], timestep  534
2024-08-18 16:19:38.037676: Remain 1 Samples, max category conditions [30], timestep  533
2024-08-18 16:19:38.126214: Remain 1 Samples, max category conditions [30], timestep  532
2024-08-18 16:19:38.211635: Remain 1 Samples, max category conditions [30], timestep  531
2024-08-18 16:19:38.296181: Remain 1 Samples, max category conditions [30], timestep  530
2024-08-18 16:19:38.381757: Remain 1 Samples, max category conditions [30], timestep  529
2024-08-18 16:19:38.467336: Remain 1 Samples, max category conditions [30], timestep  528
2024-08-18 16:19:38.552425: Remain 1 Samples, max category conditions [30], timestep  527
2024-08-18 16:19:38.640429: Remain 1 Samples, max category conditions [30], timestep  526
2024-08-18 16:19:38.726548: Remain 1 Samples, max category conditions [30], timestep  525
2024-08-18 16:19:38.812086: Remain 1 Samples, max category conditions [30], timestep  524
2024-08-18 16:19:38.898625: Remain 1 Samples, max category conditions [30], timestep  523
2024-08-18 16:19:38.983236: Remain 1 Samples, max category conditions [30], timestep  522
2024-08-18 16:19:39.068864: Remain 1 Samples, max category conditions [30], timestep  521
2024-08-18 16:19:39.154351: Remain 1 Samples, max category conditions [30], timestep  520
2024-08-18 16:19:39.240385: Remain 1 Samples, max category conditions [30], timestep  519
2024-08-18 16:19:39.325579: Remain 1 Samples, max category conditions [30], timestep  518
2024-08-18 16:19:39.413119: Remain 1 Samples, max category conditions [30], timestep  517
2024-08-18 16:19:39.498363: Remain 1 Samples, max category conditions [30], timestep  516
2024-08-18 16:19:39.583912: Remain 1 Samples, max category conditions [30], timestep  515
2024-08-18 16:19:39.668521: Remain 1 Samples, max category conditions [30], timestep  514
2024-08-18 16:19:39.756128: Remain 1 Samples, max category conditions [30], timestep  513
2024-08-18 16:19:39.843165: Remain 1 Samples, max category conditions [30], timestep  512
2024-08-18 16:19:39.928674: Remain 1 Samples, max category conditions [30], timestep  511
2024-08-18 16:19:40.014213: Remain 1 Samples, max category conditions [30], timestep  510
2024-08-18 16:19:40.099799: Remain 1 Samples, max category conditions [30], timestep  509
2024-08-18 16:19:40.185004: Remain 1 Samples, max category conditions [30], timestep  508
2024-08-18 16:19:40.270609: Remain 1 Samples, max category conditions [30], timestep  507
2024-08-18 16:19:40.356218: Remain 1 Samples, max category conditions [30], timestep  506
2024-08-18 16:19:40.442281: Remain 1 Samples, max category conditions [30], timestep  505
2024-08-18 16:19:40.527920: Remain 1 Samples, max category conditions [30], timestep  504
2024-08-18 16:19:40.614508: Remain 1 Samples, max category conditions [30], timestep  503
2024-08-18 16:19:40.700721: Remain 1 Samples, max category conditions [30], timestep  502
2024-08-18 16:19:40.786329: Remain 1 Samples, max category conditions [30], timestep  501
2024-08-18 16:19:40.871960: Remain 1 Samples, max category conditions [30], timestep  500
2024-08-18 16:19:40.957542: Remain 1 Samples, max category conditions [30], timestep  499
2024-08-18 16:19:41.044576: Remain 1 Samples, max category conditions [30], timestep  498
2024-08-18 16:19:41.131110: Remain 1 Samples, max category conditions [30], timestep  497
2024-08-18 16:19:41.215621: Remain 1 Samples, max category conditions [30], timestep  496
2024-08-18 16:19:41.301224: Remain 1 Samples, max category conditions [30], timestep  495
2024-08-18 16:19:41.386619: Remain 1 Samples, max category conditions [30], timestep  494
2024-08-18 16:19:41.473135: Remain 1 Samples, max category conditions [30], timestep  493
2024-08-18 16:19:41.557769: Remain 1 Samples, max category conditions [30], timestep  492
2024-08-18 16:19:41.644750: Remain 1 Samples, max category conditions [30], timestep  491
2024-08-18 16:19:41.730259: Remain 1 Samples, max category conditions [30], timestep  490
2024-08-18 16:19:41.816569: Remain 1 Samples, max category conditions [30], timestep  489
2024-08-18 16:19:41.901675: Remain 1 Samples, max category conditions [30], timestep  488
2024-08-18 16:19:41.988220: Remain 1 Samples, max category conditions [30], timestep  487
2024-08-18 16:19:42.072828: Remain 1 Samples, max category conditions [30], timestep  486
2024-08-18 16:19:42.159368: Remain 1 Samples, max category conditions [30], timestep  485
2024-08-18 16:19:42.246374: Remain 1 Samples, max category conditions [30], timestep  484
2024-08-18 16:19:42.331883: Remain 1 Samples, max category conditions [30], timestep  483
2024-08-18 16:19:42.418364: Remain 1 Samples, max category conditions [30], timestep  482
2024-08-18 16:19:42.503935: Remain 1 Samples, max category conditions [30], timestep  481
2024-08-18 16:19:42.588512: Remain 1 Samples, max category conditions [30], timestep  480
2024-08-18 16:19:42.674120: Remain 1 Samples, max category conditions [30], timestep  479
2024-08-18 16:19:42.759729: Remain 1 Samples, max category conditions [30], timestep  478
2024-08-18 16:19:42.846339: Remain 1 Samples, max category conditions [30], timestep  477
2024-08-18 16:19:42.932453: Remain 1 Samples, max category conditions [30], timestep  476
2024-08-18 16:19:43.017776: Remain 1 Samples, max category conditions [30], timestep  475
2024-08-18 16:19:43.102387: Remain 1 Samples, max category conditions [30], timestep  474
2024-08-18 16:19:43.188931: Remain 1 Samples, max category conditions [30], timestep  473
2024-08-18 16:19:43.274533: Remain 1 Samples, max category conditions [30], timestep  472
2024-08-18 16:19:43.360111: Remain 1 Samples, max category conditions [30], timestep  471
2024-08-18 16:19:43.446118: Remain 1 Samples, max category conditions [30], timestep  470
2024-08-18 16:19:43.530628: Remain 1 Samples, max category conditions [30], timestep  469
2024-08-18 16:19:43.616196: Remain 1 Samples, max category conditions [30], timestep  468
2024-08-18 16:19:43.702803: Remain 1 Samples, max category conditions [30], timestep  467
2024-08-18 16:19:43.789439: Remain 1 Samples, max category conditions [30], timestep  466
2024-08-18 16:19:43.874993: Remain 1 Samples, max category conditions [30], timestep  465
2024-08-18 16:19:43.961604: Remain 1 Samples, max category conditions [30], timestep  464
2024-08-18 16:19:44.047640: Remain 1 Samples, max category conditions [30], timestep  463
2024-08-18 16:19:44.134149: Remain 1 Samples, max category conditions [30], timestep  462
2024-08-18 16:19:44.219660: Remain 1 Samples, max category conditions [30], timestep  461
2024-08-18 16:19:44.305263: Remain 1 Samples, max category conditions [30], timestep  460
2024-08-18 16:19:44.390868: Remain 1 Samples, max category conditions [30], timestep  459
2024-08-18 16:19:44.477448: Remain 1 Samples, max category conditions [30], timestep  458
2024-08-18 16:19:44.563035: Remain 1 Samples, max category conditions [30], timestep  457
2024-08-18 16:19:44.648042: Remain 1 Samples, max category conditions [30], timestep  456
2024-08-18 16:19:44.734576: Remain 1 Samples, max category conditions [30], timestep  455
2024-08-18 16:19:44.821085: Remain 1 Samples, max category conditions [30], timestep  454
2024-08-18 16:19:44.906659: Remain 1 Samples, max category conditions [30], timestep  453
2024-08-18 16:19:44.995085: Remain 1 Samples, max category conditions [30], timestep  452
2024-08-18 16:19:45.082669: Remain 1 Samples, max category conditions [30], timestep  451
2024-08-18 16:19:45.167946: Remain 1 Samples, max category conditions [30], timestep  450
2024-08-18 16:19:45.253053: Remain 1 Samples, max category conditions [30], timestep  449
2024-08-18 16:19:45.340059: Remain 1 Samples, max category conditions [30], timestep  448
2024-08-18 16:19:45.425162: Remain 1 Samples, max category conditions [30], timestep  447
2024-08-18 16:19:45.510740: Remain 1 Samples, max category conditions [30], timestep  446
2024-08-18 16:19:45.596347: Remain 1 Samples, max category conditions [30], timestep  445
2024-08-18 16:19:45.681963: Remain 1 Samples, max category conditions [30], timestep  444
2024-08-18 16:19:45.768567: Remain 1 Samples, max category conditions [30], timestep  443
2024-08-18 16:19:45.853820: Remain 1 Samples, max category conditions [30], timestep  442
2024-08-18 16:19:45.938823: Remain 1 Samples, max category conditions [30], timestep  441
2024-08-18 16:19:46.023988: Remain 1 Samples, max category conditions [30], timestep  440
2024-08-18 16:19:46.111595: Remain 1 Samples, max category conditions [30], timestep  439
2024-08-18 16:19:46.198112: Remain 1 Samples, max category conditions [30], timestep  438
2024-08-18 16:19:46.286223: Remain 1 Samples, max category conditions [30], timestep  437
2024-08-18 16:19:46.371841: Remain 1 Samples, max category conditions [30], timestep  436
2024-08-18 16:19:46.457420: Remain 1 Samples, max category conditions [30], timestep  435
2024-08-18 16:19:46.543459: Remain 1 Samples, max category conditions [30], timestep  434
2024-08-18 16:19:46.629029: Remain 1 Samples, max category conditions [30], timestep  433
2024-08-18 16:19:46.714596: Remain 1 Samples, max category conditions [30], timestep  432
2024-08-18 16:19:46.800174: Remain 1 Samples, max category conditions [30], timestep  431
2024-08-18 16:19:46.885785: Remain 1 Samples, max category conditions [30], timestep  430
2024-08-18 16:19:46.971420: Remain 1 Samples, max category conditions [30], timestep  429
2024-08-18 16:19:47.056940: Remain 1 Samples, max category conditions [30], timestep  428
2024-08-18 16:19:47.141984: Remain 1 Samples, max category conditions [30], timestep  427
2024-08-18 16:19:47.228084: Remain 1 Samples, max category conditions [30], timestep  426
2024-08-18 16:19:47.315688: Remain 1 Samples, max category conditions [30], timestep  425
2024-08-18 16:19:47.401230: Remain 1 Samples, max category conditions [30], timestep  424
2024-08-18 16:19:47.486865: Remain 1 Samples, max category conditions [30], timestep  423
2024-08-18 16:19:47.575415: Remain 1 Samples, max category conditions [30], timestep  422
2024-08-18 16:19:47.661745: Remain 1 Samples, max category conditions [30], timestep  421
2024-08-18 16:19:47.746755: Remain 1 Samples, max category conditions [30], timestep  420
2024-08-18 16:19:47.833313: Remain 1 Samples, max category conditions [30], timestep  419
2024-08-18 16:19:47.918904: Remain 1 Samples, max category conditions [30], timestep  418
2024-08-18 16:19:48.003454: Remain 1 Samples, max category conditions [30], timestep  417
2024-08-18 16:19:48.088923: Remain 1 Samples, max category conditions [30], timestep  416
2024-08-18 16:19:48.174486: Remain 1 Samples, max category conditions [30], timestep  415
2024-08-18 16:19:48.260791: Remain 1 Samples, max category conditions [30], timestep  414
2024-08-18 16:19:48.345797: Remain 1 Samples, max category conditions [30], timestep  413
2024-08-18 16:19:48.432358: Remain 1 Samples, max category conditions [30], timestep  412
2024-08-18 16:19:48.516927: Remain 1 Samples, max category conditions [30], timestep  411
2024-08-18 16:19:48.602535: Remain 1 Samples, max category conditions [30], timestep  410
2024-08-18 16:19:48.689077: Remain 1 Samples, max category conditions [30], timestep  409
2024-08-18 16:19:48.774685: Remain 1 Samples, max category conditions [30], timestep  408
2024-08-18 16:19:48.860231: Remain 1 Samples, max category conditions [30], timestep  407
2024-08-18 16:19:48.946236: Remain 1 Samples, max category conditions [30], timestep  406
2024-08-18 16:19:49.032575: Remain 1 Samples, max category conditions [30], timestep  405
2024-08-18 16:19:49.117147: Remain 1 Samples, max category conditions [30], timestep  404
2024-08-18 16:19:49.202788: Remain 1 Samples, max category conditions [30], timestep  403
2024-08-18 16:19:49.288371: Remain 1 Samples, max category conditions [30], timestep  402
2024-08-18 16:19:49.374978: Remain 1 Samples, max category conditions [30], timestep  401
2024-08-18 16:19:49.461527: Remain 1 Samples, max category conditions [30], timestep  400
2024-08-18 16:19:49.547529: Remain 1 Samples, max category conditions [30], timestep  399
2024-08-18 16:19:49.633532: Remain 1 Samples, max category conditions [30], timestep  398
2024-08-18 16:19:49.719136: Remain 1 Samples, max category conditions [30], timestep  397
2024-08-18 16:19:49.805714: Remain 1 Samples, max category conditions [30], timestep  396
2024-08-18 16:19:49.891263: Remain 1 Samples, max category conditions [30], timestep  395
2024-08-18 16:19:49.977870: Remain 1 Samples, max category conditions [30], timestep  394
2024-08-18 16:19:50.062917: Remain 1 Samples, max category conditions [30], timestep  393
2024-08-18 16:19:50.147914: Remain 1 Samples, max category conditions [30], timestep  392
2024-08-18 16:19:50.234483: Remain 1 Samples, max category conditions [30], timestep  391
2024-08-18 16:19:50.321043: Remain 1 Samples, max category conditions [30], timestep  390
2024-08-18 16:19:50.406645: Remain 1 Samples, max category conditions [30], timestep  389
2024-08-18 16:19:50.492222: Remain 1 Samples, max category conditions [30], timestep  388
2024-08-18 16:19:50.579601: Remain 1 Samples, max category conditions [30], timestep  387
2024-08-18 16:19:50.666211: Remain 1 Samples, max category conditions [30], timestep  386
2024-08-18 16:19:50.751215: Remain 1 Samples, max category conditions [30], timestep  385
2024-08-18 16:19:50.837667: Remain 1 Samples, max category conditions [30], timestep  384
