mlp
2024-08-18 15:39:36.389729: Remain 1584 Samples, max category conditions [38], timestep  999
2024-08-18 16:02:16.061192: Remain 2 Samples, max category conditions [0], timestep  846
2024-08-18 16:02:16.147766: Remain 2 Samples, max category conditions [0], timestep  845
2024-08-18 16:02:16.238372: Remain 2 Samples, max category conditions [0], timestep  844
2024-08-18 16:02:16.325887: Remain 2 Samples, max category conditions [0], timestep  843
2024-08-18 16:02:16.413524: Remain 2 Samples, max category conditions [0], timestep  842
2024-08-18 16:02:16.500565: Remain 2 Samples, max category conditions [0], timestep  841
2024-08-18 16:02:16.588142: Remain 2 Samples, max category conditions [0], timestep  840
2024-08-18 16:02:16.675470: Remain 2 Samples, max category conditions [0], timestep  839
2024-08-18 16:02:16.763012: Remain 2 Samples, max category conditions [0], timestep  838
2024-08-18 16:02:16.849551: Remain 2 Samples, max category conditions [0], timestep  837
2024-08-18 16:02:16.939159: Remain 2 Samples, max category conditions [0], timestep  836
2024-08-18 16:02:17.026317: Remain 2 Samples, max category conditions [0], timestep  835
2024-08-18 16:02:17.112932: Remain 2 Samples, max category conditions [0], timestep  834
2024-08-18 16:02:17.199954: Remain 2 Samples, max category conditions [0], timestep  833
2024-08-18 16:02:17.287536: Remain 2 Samples, max category conditions [0], timestep  832
2024-08-18 16:02:17.374142: Remain 2 Samples, max category conditions [0], timestep  831
2024-08-18 16:02:17.463722: Remain 2 Samples, max category conditions [0], timestep  830
2024-08-18 16:02:17.551298: Remain 2 Samples, max category conditions [0], timestep  829
2024-08-18 16:02:17.637943: Remain 2 Samples, max category conditions [0], timestep  828
2024-08-18 16:02:17.725553: Remain 2 Samples, max category conditions [0], timestep  827
2024-08-18 16:02:17.813059: Remain 2 Samples, max category conditions [0], timestep  826
2024-08-18 16:02:17.900062: Remain 2 Samples, max category conditions [0], timestep  825
2024-08-18 16:02:17.987633: Remain 2 Samples, max category conditions [0], timestep  824
2024-08-18 16:02:18.076140: Remain 2 Samples, max category conditions [0], timestep  823
2024-08-18 16:02:18.164777: Remain 2 Samples, max category conditions [0], timestep  822
2024-08-18 16:02:18.252009: Remain 2 Samples, max category conditions [0], timestep  821
2024-08-18 16:02:18.338634: Remain 2 Samples, max category conditions [0], timestep  820
2024-08-18 16:02:18.426251: Remain 2 Samples, max category conditions [0], timestep  819
2024-08-18 16:02:18.512864: Remain 2 Samples, max category conditions [0], timestep  818
2024-08-18 16:02:18.599905: Remain 2 Samples, max category conditions [0], timestep  817
2024-08-18 16:02:18.688438: Remain 2 Samples, max category conditions [0], timestep  816
2024-08-18 16:02:18.775088: Remain 2 Samples, max category conditions [0], timestep  815
2024-08-18 16:02:18.862633: Remain 2 Samples, max category conditions [0], timestep  814
2024-08-18 16:02:18.950209: Remain 2 Samples, max category conditions [0], timestep  813
2024-08-18 16:02:19.037781: Remain 2 Samples, max category conditions [0], timestep  812
2024-08-18 16:02:19.125286: Remain 2 Samples, max category conditions [0], timestep  811
2024-08-18 16:02:19.212891: Remain 2 Samples, max category conditions [0], timestep  810
2024-08-18 16:02:19.299933: Remain 2 Samples, max category conditions [0], timestep  809
2024-08-18 16:02:19.388495: Remain 2 Samples, max category conditions [0], timestep  808
2024-08-18 16:02:19.475069: Remain 2 Samples, max category conditions [0], timestep  807
2024-08-18 16:02:19.561713: Remain 2 Samples, max category conditions [0], timestep  806
2024-08-18 16:02:19.649283: Remain 2 Samples, max category conditions [0], timestep  805
2024-08-18 16:02:19.737891: Remain 2 Samples, max category conditions [0], timestep  804
2024-08-18 16:02:19.825437: Remain 2 Samples, max category conditions [0], timestep  803
2024-08-18 16:02:19.912018: Remain 2 Samples, max category conditions [0], timestep  802
2024-08-18 16:02:20.000060: Remain 2 Samples, max category conditions [0], timestep  801
2024-08-18 16:02:20.086625: Remain 2 Samples, max category conditions [0], timestep  800
2024-08-18 16:02:20.174237: Remain 2 Samples, max category conditions [0], timestep  799
2024-08-18 16:02:20.263844: Remain 2 Samples, max category conditions [0], timestep  798
2024-08-18 16:02:20.351420: Remain 2 Samples, max category conditions [0], timestep  797
2024-08-18 16:02:20.439026: Remain 2 Samples, max category conditions [0], timestep  796
2024-08-18 16:02:20.526637: Remain 2 Samples, max category conditions [0], timestep  795
2024-08-18 16:02:20.614242: Remain 2 Samples, max category conditions [0], timestep  794
2024-08-18 16:02:20.701278: Remain 2 Samples, max category conditions [0], timestep  793
2024-08-18 16:02:20.787853: Remain 2 Samples, max category conditions [0], timestep  792
2024-08-18 16:02:20.875425: Remain 2 Samples, max category conditions [0], timestep  791
2024-08-18 16:02:20.962818: Remain 2 Samples, max category conditions [0], timestep  790
2024-08-18 16:02:21.050329: Remain 2 Samples, max category conditions [0], timestep  789
2024-08-18 16:02:21.137938: Remain 2 Samples, max category conditions [0], timestep  788
2024-08-18 16:02:21.225552: Remain 2 Samples, max category conditions [0], timestep  787
2024-08-18 16:02:21.312111: Remain 2 Samples, max category conditions [0], timestep  786
2024-08-18 16:02:21.401160: Remain 2 Samples, max category conditions [0], timestep  785
2024-08-18 16:02:21.489437: Remain 2 Samples, max category conditions [0], timestep  784
2024-08-18 16:02:21.576868: Remain 2 Samples, max category conditions [0], timestep  783
2024-08-18 16:02:21.667476: Remain 2 Samples, max category conditions [0], timestep  782
2024-08-18 16:02:21.756016: Remain 2 Samples, max category conditions [0], timestep  781
2024-08-18 16:02:21.842529: Remain 2 Samples, max category conditions [0], timestep  780
2024-08-18 16:02:21.929108: Remain 2 Samples, max category conditions [0], timestep  779
2024-08-18 16:02:22.016751: Remain 2 Samples, max category conditions [0], timestep  778
2024-08-18 16:02:22.104755: Remain 2 Samples, max category conditions [0], timestep  777
2024-08-18 16:02:22.192333: Remain 2 Samples, max category conditions [0], timestep  776
2024-08-18 16:02:22.278872: Remain 2 Samples, max category conditions [0], timestep  775
2024-08-18 16:02:22.366482: Remain 2 Samples, max category conditions [0], timestep  774
2024-08-18 16:02:22.454059: Remain 2 Samples, max category conditions [0], timestep  773
2024-08-18 16:02:22.542166: Remain 2 Samples, max category conditions [0], timestep  772
2024-08-18 16:02:22.629262: Remain 2 Samples, max category conditions [0], timestep  771
2024-08-18 16:02:22.719408: Remain 2 Samples, max category conditions [0], timestep  770
2024-08-18 16:02:22.807923: Remain 2 Samples, max category conditions [0], timestep  769
2024-08-18 16:02:22.898436: Remain 2 Samples, max category conditions [0], timestep  768
2024-08-18 16:02:22.985944: Remain 2 Samples, max category conditions [0], timestep  767
2024-08-18 16:02:23.074459: Remain 2 Samples, max category conditions [0], timestep  766
2024-08-18 16:02:23.163600: Remain 2 Samples, max category conditions [0], timestep  765
2024-08-18 16:02:23.251634: Remain 2 Samples, max category conditions [0], timestep  764
2024-08-18 16:02:23.340145: Remain 2 Samples, max category conditions [0], timestep  763
2024-08-18 16:02:23.427659: Remain 2 Samples, max category conditions [0], timestep  762
2024-08-18 16:02:23.515172: Remain 2 Samples, max category conditions [0], timestep  761
2024-08-18 16:02:23.604175: Remain 2 Samples, max category conditions [0], timestep  760
2024-08-18 16:02:23.691684: Remain 2 Samples, max category conditions [0], timestep  759
2024-08-18 16:02:23.781200: Remain 2 Samples, max category conditions [0], timestep  758
2024-08-18 16:02:23.870716: Remain 2 Samples, max category conditions [0], timestep  757
2024-08-18 16:02:23.959798: Remain 2 Samples, max category conditions [0], timestep  756
2024-08-18 16:02:24.046310: Remain 2 Samples, max category conditions [0], timestep  755
2024-08-18 16:02:24.134821: Remain 2 Samples, max category conditions [0], timestep  754
2024-08-18 16:02:24.223878: Remain 2 Samples, max category conditions [0], timestep  753
2024-08-18 16:02:24.311881: Remain 2 Samples, max category conditions [0], timestep  752
2024-08-18 16:02:24.400392: Remain 2 Samples, max category conditions [0], timestep  751
2024-08-18 16:02:24.487967: Remain 2 Samples, max category conditions [0], timestep  750
2024-08-18 16:02:24.576570: Remain 2 Samples, max category conditions [0], timestep  749
2024-08-18 16:02:24.664185: Remain 2 Samples, max category conditions [0], timestep  748
2024-08-18 16:02:24.752322: Remain 2 Samples, max category conditions [0], timestep  747
2024-08-18 16:02:24.841957: Remain 2 Samples, max category conditions [0], timestep  746
2024-08-18 16:02:24.930536: Remain 2 Samples, max category conditions [0], timestep  745
2024-08-18 16:02:25.017014: Remain 2 Samples, max category conditions [0], timestep  744
2024-08-18 16:02:25.106084: Remain 2 Samples, max category conditions [0], timestep  743
2024-08-18 16:02:25.192619: Remain 2 Samples, max category conditions [0], timestep  742
2024-08-18 16:02:25.280244: Remain 2 Samples, max category conditions [0], timestep  741
2024-08-18 16:02:25.367746: Remain 2 Samples, max category conditions [0], timestep  740
2024-08-18 16:02:25.455387: Remain 2 Samples, max category conditions [0], timestep  739
2024-08-18 16:02:25.542992: Remain 2 Samples, max category conditions [0], timestep  738
2024-08-18 16:02:25.630542: Remain 2 Samples, max category conditions [0], timestep  737
2024-08-18 16:02:25.719055: Remain 2 Samples, max category conditions [0], timestep  736
2024-08-18 16:02:25.807057: Remain 2 Samples, max category conditions [0], timestep  735
2024-08-18 16:02:25.896565: Remain 2 Samples, max category conditions [0], timestep  734
2024-08-18 16:02:25.986084: Remain 2 Samples, max category conditions [0], timestep  733
2024-08-18 16:02:26.074468: Remain 2 Samples, max category conditions [0], timestep  732
2024-08-18 16:02:26.161982: Remain 2 Samples, max category conditions [0], timestep  731
2024-08-18 16:02:26.251495: Remain 2 Samples, max category conditions [0], timestep  730
2024-08-18 16:02:26.339072: Remain 2 Samples, max category conditions [0], timestep  729
2024-08-18 16:02:26.426383: Remain 2 Samples, max category conditions [0], timestep  728
2024-08-18 16:02:26.514899: Remain 2 Samples, max category conditions [0], timestep  727
2024-08-18 16:02:26.601963: Remain 2 Samples, max category conditions [0], timestep  726
2024-08-18 16:02:26.690196: Remain 2 Samples, max category conditions [0], timestep  725
2024-08-18 16:02:26.777738: Remain 2 Samples, max category conditions [0], timestep  724
2024-08-18 16:02:26.865343: Remain 2 Samples, max category conditions [0], timestep  723
2024-08-18 16:02:26.952922: Remain 2 Samples, max category conditions [0], timestep  722
2024-08-18 16:02:27.041532: Remain 2 Samples, max category conditions [0], timestep  721
2024-08-18 16:02:27.130151: Remain 2 Samples, max category conditions [0], timestep  720
2024-08-18 16:02:27.216758: Remain 2 Samples, max category conditions [0], timestep  719
2024-08-18 16:02:27.306792: Remain 2 Samples, max category conditions [0], timestep  718
2024-08-18 16:02:27.394150: Remain 2 Samples, max category conditions [0], timestep  717
2024-08-18 16:02:27.481761: Remain 2 Samples, max category conditions [0], timestep  716
2024-08-18 16:02:27.568295: Remain 2 Samples, max category conditions [0], timestep  715
2024-08-18 16:02:27.655913: Remain 2 Samples, max category conditions [0], timestep  714
2024-08-18 16:02:27.744115: Remain 2 Samples, max category conditions [0], timestep  713
2024-08-18 16:02:27.831589: Remain 2 Samples, max category conditions [0], timestep  712
2024-08-18 16:02:27.919743: Remain 2 Samples, max category conditions [0], timestep  711
2024-08-18 16:02:28.007810: Remain 2 Samples, max category conditions [0], timestep  710
2024-08-18 16:02:28.094386: Remain 2 Samples, max category conditions [0], timestep  709
2024-08-18 16:02:28.184997: Remain 2 Samples, max category conditions [0], timestep  708
2024-08-18 16:02:28.272604: Remain 2 Samples, max category conditions [0], timestep  707
2024-08-18 16:02:28.359179: Remain 2 Samples, max category conditions [0], timestep  706
2024-08-18 16:02:28.446783: Remain 2 Samples, max category conditions [0], timestep  705
2024-08-18 16:02:28.534391: Remain 2 Samples, max category conditions [0], timestep  704
2024-08-18 16:02:28.622001: Remain 2 Samples, max category conditions [0], timestep  703
2024-08-18 16:02:28.712036: Remain 2 Samples, max category conditions [0], timestep  702
2024-08-18 16:02:28.799566: Remain 2 Samples, max category conditions [0], timestep  701
2024-08-18 16:02:28.887169: Remain 2 Samples, max category conditions [0], timestep  700
2024-08-18 16:02:28.974654: Remain 2 Samples, max category conditions [0], timestep  699
2024-08-18 16:02:29.062260: Remain 2 Samples, max category conditions [0], timestep  698
2024-08-18 16:02:29.148845: Remain 2 Samples, max category conditions [0], timestep  697
2024-08-18 16:02:29.238485: Remain 2 Samples, max category conditions [0], timestep  696
2024-08-18 16:02:29.326003: Remain 2 Samples, max category conditions [0], timestep  695
2024-08-18 16:02:29.413031: Remain 2 Samples, max category conditions [0], timestep  694
2024-08-18 16:02:29.500570: Remain 2 Samples, max category conditions [0], timestep  693
2024-08-18 16:02:29.588910: Remain 2 Samples, max category conditions [0], timestep  692
2024-08-18 16:02:29.675524: Remain 2 Samples, max category conditions [0], timestep  691
2024-08-18 16:02:29.763128: Remain 2 Samples, max category conditions [0], timestep  690
2024-08-18 16:02:29.851742: Remain 2 Samples, max category conditions [0], timestep  689
2024-08-18 16:02:29.939318: Remain 2 Samples, max category conditions [0], timestep  688
2024-08-18 16:02:30.025953: Remain 2 Samples, max category conditions [0], timestep  687
2024-08-18 16:02:30.113956: Remain 2 Samples, max category conditions [0], timestep  686
2024-08-18 16:02:30.202074: Remain 2 Samples, max category conditions [0], timestep  685
2024-08-18 16:02:30.289615: Remain 2 Samples, max category conditions [0], timestep  684
2024-08-18 16:02:30.378190: Remain 2 Samples, max category conditions [0], timestep  683
2024-08-18 16:02:30.465766: Remain 2 Samples, max category conditions [0], timestep  682
2024-08-18 16:02:30.553280: Remain 2 Samples, max category conditions [0], timestep  681
2024-08-18 16:02:30.640897: Remain 2 Samples, max category conditions [0], timestep  680
2024-08-18 16:02:30.728465: Remain 2 Samples, max category conditions [0], timestep  679
2024-08-18 16:02:30.816471: Remain 2 Samples, max category conditions [0], timestep  678
2024-08-18 16:02:30.904019: Remain 2 Samples, max category conditions [0], timestep  677
2024-08-18 16:02:30.991624: Remain 2 Samples, max category conditions [0], timestep  676
2024-08-18 16:02:31.079230: Remain 2 Samples, max category conditions [0], timestep  675
2024-08-18 16:02:31.166712: Remain 2 Samples, max category conditions [0], timestep  674
2024-08-18 16:02:31.254329: Remain 2 Samples, max category conditions [0], timestep  673
2024-08-18 16:02:31.341034: Remain 2 Samples, max category conditions [0], timestep  672
2024-08-18 16:02:31.429420: Remain 2 Samples, max category conditions [0], timestep  671
2024-08-18 16:02:31.517988: Remain 2 Samples, max category conditions [0], timestep  670
2024-08-18 16:02:31.607998: Remain 2 Samples, max category conditions [0], timestep  669
2024-08-18 16:02:31.695602: Remain 2 Samples, max category conditions [0], timestep  668
2024-08-18 16:02:31.783211: Remain 2 Samples, max category conditions [0], timestep  667
2024-08-18 16:02:31.871373: Remain 2 Samples, max category conditions [0], timestep  666
2024-08-18 16:02:31.958510: Remain 2 Samples, max category conditions [0], timestep  665
2024-08-18 16:02:32.045602: Remain 2 Samples, max category conditions [0], timestep  664
2024-08-18 16:02:32.133172: Remain 2 Samples, max category conditions [0], timestep  663
2024-08-18 16:02:32.220719: Remain 2 Samples, max category conditions [0], timestep  662
2024-08-18 16:02:32.308727: Remain 2 Samples, max category conditions [0], timestep  661
2024-08-18 16:02:32.396301: Remain 2 Samples, max category conditions [0], timestep  660
2024-08-18 16:02:32.483878: Remain 2 Samples, max category conditions [0], timestep  659
2024-08-18 16:02:32.572302: Remain 2 Samples, max category conditions [0], timestep  658
2024-08-18 16:02:32.659880: Remain 2 Samples, max category conditions [0], timestep  657
2024-08-18 16:02:32.747490: Remain 2 Samples, max category conditions [0], timestep  656
2024-08-18 16:02:32.834069: Remain 2 Samples, max category conditions [0], timestep  655
2024-08-18 16:02:32.921621: Remain 2 Samples, max category conditions [0], timestep  654
2024-08-18 16:02:33.010656: Remain 2 Samples, max category conditions [0], timestep  653
2024-08-18 16:02:33.098229: Remain 2 Samples, max category conditions [0], timestep  652
2024-08-18 16:02:33.187470: Remain 2 Samples, max category conditions [0], timestep  651
2024-08-18 16:02:33.275084: Remain 2 Samples, max category conditions [0], timestep  650
2024-08-18 16:02:33.362658: Remain 2 Samples, max category conditions [0], timestep  649
2024-08-18 16:02:33.449271: Remain 2 Samples, max category conditions [0], timestep  648
2024-08-18 16:02:33.536874: Remain 2 Samples, max category conditions [0], timestep  647
2024-08-18 16:02:33.624488: Remain 2 Samples, max category conditions [0], timestep  646
2024-08-18 16:02:33.713551: Remain 2 Samples, max category conditions [0], timestep  645
2024-08-18 16:02:33.801071: Remain 2 Samples, max category conditions [0], timestep  644
2024-08-18 16:02:33.888668: Remain 2 Samples, max category conditions [0], timestep  643
2024-08-18 16:02:33.975245: Remain 2 Samples, max category conditions [0], timestep  642
2024-08-18 16:02:34.062792: Remain 2 Samples, max category conditions [0], timestep  641
2024-08-18 16:02:34.150402: Remain 2 Samples, max category conditions [0], timestep  640
2024-08-18 16:02:34.238006: Remain 2 Samples, max category conditions [0], timestep  639
2024-08-18 16:02:34.325551: Remain 2 Samples, max category conditions [0], timestep  638
2024-08-18 16:02:34.412591: Remain 2 Samples, max category conditions [0], timestep  637
2024-08-18 16:02:34.500161: Remain 2 Samples, max category conditions [0], timestep  636
2024-08-18 16:02:34.590732: Remain 2 Samples, max category conditions [0], timestep  635
2024-08-18 16:02:34.678432: Remain 2 Samples, max category conditions [0], timestep  634
2024-08-18 16:02:34.767011: Remain 2 Samples, max category conditions [0], timestep  633
2024-08-18 16:02:34.854621: Remain 2 Samples, max category conditions [0], timestep  632
2024-08-18 16:02:34.942199: Remain 2 Samples, max category conditions [0], timestep  631
2024-08-18 16:02:35.028746: Remain 2 Samples, max category conditions [0], timestep  630
2024-08-18 16:02:35.117750: Remain 2 Samples, max category conditions [0], timestep  629
2024-08-18 16:02:35.205287: Remain 2 Samples, max category conditions [0], timestep  628
2024-08-18 16:02:35.292862: Remain 2 Samples, max category conditions [0], timestep  627
2024-08-18 16:02:35.380477: Remain 2 Samples, max category conditions [0], timestep  626
2024-08-18 16:02:35.468061: Remain 2 Samples, max category conditions [0], timestep  625
2024-08-18 16:02:35.555571: Remain 2 Samples, max category conditions [0], timestep  624
2024-08-18 16:02:35.642213: Remain 2 Samples, max category conditions [0], timestep  623
2024-08-18 16:02:35.729761: Remain 2 Samples, max category conditions [0], timestep  622
2024-08-18 16:02:35.817764: Remain 2 Samples, max category conditions [0], timestep  621
2024-08-18 16:02:35.906348: Remain 2 Samples, max category conditions [0], timestep  620
2024-08-18 16:02:35.996964: Remain 2 Samples, max category conditions [0], timestep  619
2024-08-18 16:02:36.084249: Remain 2 Samples, max category conditions [0], timestep  618
2024-08-18 16:02:36.171756: Remain 2 Samples, max category conditions [0], timestep  617
2024-08-18 16:02:36.259330: Remain 2 Samples, max category conditions [0], timestep  616
2024-08-18 16:02:36.346452: Remain 2 Samples, max category conditions [0], timestep  615
2024-08-18 16:02:36.434028: Remain 2 Samples, max category conditions [0], timestep  614
2024-08-18 16:02:36.521028: Remain 2 Samples, max category conditions [0], timestep  613
2024-08-18 16:02:36.608636: Remain 2 Samples, max category conditions [0], timestep  612
2024-08-18 16:02:36.696208: Remain 2 Samples, max category conditions [0], timestep  611
2024-08-18 16:02:36.783815: Remain 2 Samples, max category conditions [0], timestep  610
2024-08-18 16:02:36.871325: Remain 2 Samples, max category conditions [0], timestep  609
2024-08-18 16:02:36.958535: Remain 2 Samples, max category conditions [0], timestep  608
2024-08-18 16:02:37.047081: Remain 2 Samples, max category conditions [0], timestep  607
2024-08-18 16:02:37.135698: Remain 2 Samples, max category conditions [0], timestep  606
2024-08-18 16:02:37.221733: Remain 2 Samples, max category conditions [0], timestep  605
2024-08-18 16:02:37.310342: Remain 2 Samples, max category conditions [0], timestep  604
2024-08-18 16:02:37.398676: Remain 2 Samples, max category conditions [0], timestep  603
2024-08-18 16:02:37.486225: Remain 2 Samples, max category conditions [0], timestep  602
2024-08-18 16:02:37.574741: Remain 2 Samples, max category conditions [0], timestep  601
2024-08-18 16:02:37.663064: Remain 2 Samples, max category conditions [0], timestep  600
2024-08-18 16:02:37.750605: Remain 2 Samples, max category conditions [0], timestep  599
2024-08-18 16:02:37.838214: Remain 2 Samples, max category conditions [0], timestep  598
2024-08-18 16:02:37.925273: Remain 2 Samples, max category conditions [0], timestep  597
2024-08-18 16:02:38.013339: Remain 2 Samples, max category conditions [0], timestep  596
2024-08-18 16:02:38.101283: Remain 2 Samples, max category conditions [0], timestep  595
2024-08-18 16:02:38.190745: Remain 2 Samples, max category conditions [0], timestep  594
2024-08-18 16:02:38.278322: Remain 2 Samples, max category conditions [0], timestep  593
2024-08-18 16:02:38.366932: Remain 2 Samples, max category conditions [0], timestep  592
2024-08-18 16:02:38.455535: Remain 2 Samples, max category conditions [0], timestep  591
2024-08-18 16:02:38.542616: Remain 2 Samples, max category conditions [0], timestep  590
2024-08-18 16:02:38.630227: Remain 2 Samples, max category conditions [0], timestep  589
2024-08-18 16:02:38.718230: Remain 2 Samples, max category conditions [0], timestep  588
2024-08-18 16:02:38.806959: Remain 2 Samples, max category conditions [0], timestep  587
2024-08-18 16:02:38.895565: Remain 2 Samples, max category conditions [0], timestep  586
2024-08-18 16:02:38.984182: Remain 2 Samples, max category conditions [0], timestep  585
2024-08-18 16:02:39.071662: Remain 2 Samples, max category conditions [0], timestep  584
2024-08-18 16:02:39.159239: Remain 2 Samples, max category conditions [0], timestep  583
2024-08-18 16:02:39.247880: Remain 2 Samples, max category conditions [0], timestep  582
2024-08-18 16:02:39.334455: Remain 2 Samples, max category conditions [0], timestep  581
2024-08-18 16:02:39.423457: Remain 2 Samples, max category conditions [0], timestep  580
2024-08-18 16:02:39.511099: Remain 2 Samples, max category conditions [0], timestep  579
2024-08-18 16:02:39.598672: Remain 2 Samples, max category conditions [0], timestep  578
2024-08-18 16:02:39.686219: Remain 2 Samples, max category conditions [0], timestep  577
2024-08-18 16:02:39.774860: Remain 2 Samples, max category conditions [0], timestep  576
2024-08-18 16:02:39.862400: Remain 2 Samples, max category conditions [0], timestep  575
2024-08-18 16:02:39.950019: Remain 2 Samples, max category conditions [0], timestep  574
2024-08-18 16:02:40.037145: Remain 2 Samples, max category conditions [0], timestep  573
2024-08-18 16:02:40.125178: Remain 2 Samples, max category conditions [0], timestep  572
2024-08-18 16:02:40.212556: Remain 2 Samples, max category conditions [0], timestep  571
2024-08-18 16:02:40.300064: Remain 2 Samples, max category conditions [0], timestep  570
2024-08-18 16:02:40.387635: Remain 2 Samples, max category conditions [0], timestep  569
2024-08-18 16:02:40.475211: Remain 2 Samples, max category conditions [0], timestep  568
2024-08-18 16:02:40.564757: Remain 2 Samples, max category conditions [0], timestep  567
2024-08-18 16:02:40.653236: Remain 2 Samples, max category conditions [0], timestep  566
2024-08-18 16:02:40.741746: Remain 2 Samples, max category conditions [0], timestep  565
2024-08-18 16:02:40.829285: Remain 2 Samples, max category conditions [0], timestep  564
2024-08-18 16:02:40.916352: Remain 2 Samples, max category conditions [0], timestep  563
2024-08-18 16:02:41.004924: Remain 2 Samples, max category conditions [0], timestep  562
2024-08-18 16:02:41.091464: Remain 2 Samples, max category conditions [0], timestep  561
2024-08-18 16:02:41.180078: Remain 2 Samples, max category conditions [0], timestep  560
2024-08-18 16:02:41.267050: Remain 2 Samples, max category conditions [0], timestep  559
2024-08-18 16:02:41.354638: Remain 2 Samples, max category conditions [0], timestep  558
2024-08-18 16:02:41.441285: Remain 2 Samples, max category conditions [0], timestep  557
2024-08-18 16:02:41.529901: Remain 2 Samples, max category conditions [0], timestep  556
2024-08-18 16:02:41.616924: Remain 2 Samples, max category conditions [0], timestep  555
2024-08-18 16:02:41.704501: Remain 2 Samples, max category conditions [0], timestep  554
2024-08-18 16:02:41.793076: Remain 2 Samples, max category conditions [0], timestep  553
2024-08-18 16:02:41.879716: Remain 2 Samples, max category conditions [0], timestep  552
2024-08-18 16:02:41.968268: Remain 2 Samples, max category conditions [0], timestep  551
2024-08-18 16:02:42.057905: Remain 2 Samples, max category conditions [0], timestep  550
2024-08-18 16:02:42.145519: Remain 2 Samples, max category conditions [0], timestep  549
2024-08-18 16:02:42.232942: Remain 2 Samples, max category conditions [0], timestep  548
2024-08-18 16:02:42.319946: Remain 2 Samples, max category conditions [0], timestep  547
2024-08-18 16:02:42.408547: Remain 2 Samples, max category conditions [0], timestep  546
2024-08-18 16:02:42.496148: Remain 2 Samples, max category conditions [0], timestep  545
2024-08-18 16:02:42.583766: Remain 2 Samples, max category conditions [0], timestep  544
2024-08-18 16:02:42.672372: Remain 2 Samples, max category conditions [0], timestep  543
2024-08-18 16:02:42.759977: Remain 2 Samples, max category conditions [0], timestep  542
2024-08-18 16:02:42.846561: Remain 2 Samples, max category conditions [0], timestep  541
2024-08-18 16:02:42.936167: Remain 2 Samples, max category conditions [0], timestep  540
2024-08-18 16:02:43.024204: Remain 2 Samples, max category conditions [0], timestep  539
2024-08-18 16:02:43.111784: Remain 2 Samples, max category conditions [0], timestep  538
2024-08-18 16:02:43.200385: Remain 2 Samples, max category conditions [0], timestep  537
2024-08-18 16:02:43.288528: Remain 2 Samples, max category conditions [0], timestep  536
2024-08-18 16:02:43.376132: Remain 2 Samples, max category conditions [0], timestep  535
2024-08-18 16:02:43.463742: Remain 2 Samples, max category conditions [0], timestep  534
2024-08-18 16:02:43.551284: Remain 2 Samples, max category conditions [0], timestep  533
2024-08-18 16:02:43.638880: Remain 2 Samples, max category conditions [0], timestep  532
2024-08-18 16:02:43.725920: Remain 2 Samples, max category conditions [0], timestep  531
2024-08-18 16:02:43.815435: Remain 2 Samples, max category conditions [0], timestep  530
2024-08-18 16:02:43.903941: Remain 2 Samples, max category conditions [0], timestep  529
2024-08-18 16:02:43.990555: Remain 2 Samples, max category conditions [0], timestep  528
2024-08-18 16:02:44.080161: Remain 2 Samples, max category conditions [0], timestep  527
2024-08-18 16:02:44.167782: Remain 2 Samples, max category conditions [0], timestep  526
2024-08-18 16:02:44.255353: Remain 2 Samples, max category conditions [0], timestep  525
2024-08-18 16:02:44.342934: Remain 2 Samples, max category conditions [0], timestep  524
2024-08-18 16:02:44.430540: Remain 2 Samples, max category conditions [0], timestep  523
2024-08-18 16:02:44.518516: Remain 2 Samples, max category conditions [0], timestep  522
2024-08-18 16:02:44.606058: Remain 2 Samples, max category conditions [0], timestep  521
2024-08-18 16:02:44.694699: Remain 2 Samples, max category conditions [0], timestep  520
2024-08-18 16:02:44.782307: Remain 2 Samples, max category conditions [0], timestep  519
2024-08-18 16:02:44.868882: Remain 2 Samples, max category conditions [0], timestep  518
2024-08-18 16:02:44.957493: Remain 2 Samples, max category conditions [0], timestep  517
2024-08-18 16:02:45.044667: Remain 2 Samples, max category conditions [0], timestep  516
2024-08-18 16:02:45.132274: Remain 2 Samples, max category conditions [0], timestep  515
2024-08-18 16:02:45.220281: Remain 2 Samples, max category conditions [0], timestep  514
2024-08-18 16:02:45.307854: Remain 2 Samples, max category conditions [0], timestep  513
2024-08-18 16:02:45.398442: Remain 2 Samples, max category conditions [0], timestep  512
2024-08-18 16:02:45.485017: Remain 2 Samples, max category conditions [0], timestep  511
2024-08-18 16:02:45.573587: Remain 2 Samples, max category conditions [0], timestep  510
2024-08-18 16:02:45.661232: Remain 2 Samples, max category conditions [0], timestep  509
2024-08-18 16:02:45.748803: Remain 2 Samples, max category conditions [0], timestep  508
2024-08-18 16:02:45.838314: Remain 2 Samples, max category conditions [0], timestep  507
2024-08-18 16:02:45.925318: Remain 2 Samples, max category conditions [0], timestep  506
2024-08-18 16:02:46.013826: Remain 2 Samples, max category conditions [0], timestep  505
2024-08-18 16:02:46.103091: Remain 2 Samples, max category conditions [0], timestep  504
2024-08-18 16:02:46.205598: Remain 2 Samples, max category conditions [0], timestep  503
2024-08-18 16:02:46.295109: Remain 2 Samples, max category conditions [0], timestep  502
2024-08-18 16:02:46.383366: Remain 2 Samples, max category conditions [0], timestep  501
2024-08-18 16:02:46.470946: Remain 2 Samples, max category conditions [0], timestep  500
2024-08-18 16:02:46.558514: Remain 2 Samples, max category conditions [0], timestep  499
