mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:50:56.130397: Remain 2 Samples, max category conditions [32], timestep  894
2024-08-18 16:50:56.233969: Remain 2 Samples, max category conditions [32], timestep  893
2024-08-18 16:50:56.334600: Remain 2 Samples, max category conditions [32], timestep  892
2024-08-18 16:50:56.437166: Remain 2 Samples, max category conditions [32], timestep  891
2024-08-18 16:50:56.536806: Remain 2 Samples, max category conditions [32], timestep  890
2024-08-18 16:50:56.641386: Remain 2 Samples, max category conditions [32], timestep  889
2024-08-18 16:50:56.765465: Remain 2 Samples, max category conditions [32], timestep  888
2024-08-18 16:50:56.863009: Remain 2 Samples, max category conditions [32], timestep  887
2024-08-18 16:50:56.962622: Remain 2 Samples, max category conditions [32], timestep  886
2024-08-18 16:50:57.063198: Remain 2 Samples, max category conditions [32], timestep  885
2024-08-18 16:50:57.167806: Remain 2 Samples, max category conditions [32], timestep  884
2024-08-18 16:50:57.264411: Remain 2 Samples, max category conditions [32], timestep  883
2024-08-18 16:50:57.366995: Remain 2 Samples, max category conditions [32], timestep  882
2024-08-18 16:50:57.467635: Remain 2 Samples, max category conditions [32], timestep  881
2024-08-18 16:50:57.569255: Remain 2 Samples, max category conditions [32], timestep  880
2024-08-18 16:50:57.678867: Remain 2 Samples, max category conditions [32], timestep  879
2024-08-18 16:50:57.784045: Remain 2 Samples, max category conditions [32], timestep  878
2024-08-18 16:50:57.880628: Remain 2 Samples, max category conditions [32], timestep  877
2024-08-18 16:50:57.984235: Remain 2 Samples, max category conditions [32], timestep  876
2024-08-18 16:50:58.080811: Remain 2 Samples, max category conditions [32], timestep  875
2024-08-18 16:50:58.195421: Remain 2 Samples, max category conditions [32], timestep  874
2024-08-18 16:50:58.300059: Remain 2 Samples, max category conditions [32], timestep  873
2024-08-18 16:50:58.397670: Remain 2 Samples, max category conditions [32], timestep  872
2024-08-18 16:50:58.500247: Remain 2 Samples, max category conditions [32], timestep  871
2024-08-18 16:50:58.603414: Remain 2 Samples, max category conditions [32], timestep  870
2024-08-18 16:50:58.712020: Remain 2 Samples, max category conditions [32], timestep  869
2024-08-18 16:50:58.816599: Remain 2 Samples, max category conditions [32], timestep  868
2024-08-18 16:50:58.914141: Remain 2 Samples, max category conditions [32], timestep  867
2024-08-18 16:50:59.018946: Remain 2 Samples, max category conditions [32], timestep  866
2024-08-18 16:50:59.113513: Remain 2 Samples, max category conditions [32], timestep  865
2024-08-18 16:50:59.218101: Remain 2 Samples, max category conditions [32], timestep  864
2024-08-18 16:50:59.312678: Remain 2 Samples, max category conditions [32], timestep  863
2024-08-18 16:50:59.404260: Remain 2 Samples, max category conditions [32], timestep  862
2024-08-18 16:50:59.503865: Remain 2 Samples, max category conditions [32], timestep  861
2024-08-18 16:50:59.620418: Remain 2 Samples, max category conditions [32], timestep  860
2024-08-18 16:50:59.733046: Remain 2 Samples, max category conditions [32], timestep  859
2024-08-18 16:50:59.830625: Remain 2 Samples, max category conditions [32], timestep  858
2024-08-18 16:50:59.932201: Remain 2 Samples, max category conditions [32], timestep  857
2024-08-18 16:51:00.041751: Remain 2 Samples, max category conditions [32], timestep  856
2024-08-18 16:51:00.147330: Remain 2 Samples, max category conditions [32], timestep  855
2024-08-18 16:51:00.249904: Remain 2 Samples, max category conditions [32], timestep  854
2024-08-18 16:51:00.347446: Remain 2 Samples, max category conditions [32], timestep  853
2024-08-18 16:51:00.451025: Remain 2 Samples, max category conditions [32], timestep  852
2024-08-18 16:51:00.547605: Remain 2 Samples, max category conditions [32], timestep  851
2024-08-18 16:51:00.661725: Remain 2 Samples, max category conditions [32], timestep  850
2024-08-18 16:51:00.783267: Remain 2 Samples, max category conditions [32], timestep  849
2024-08-18 16:51:00.898601: Remain 2 Samples, max category conditions [32], timestep  848
2024-08-18 16:51:01.020742: Remain 2 Samples, max category conditions [32], timestep  847
2024-08-18 16:51:01.133251: Remain 2 Samples, max category conditions [32], timestep  846
2024-08-18 16:51:01.229798: Remain 2 Samples, max category conditions [32], timestep  845
2024-08-18 16:51:01.333203: Remain 2 Samples, max category conditions [32], timestep  844
2024-08-18 16:51:01.429779: Remain 2 Samples, max category conditions [32], timestep  843
2024-08-18 16:51:01.530320: Remain 2 Samples, max category conditions [32], timestep  842
2024-08-18 16:51:01.631900: Remain 2 Samples, max category conditions [32], timestep  841
2024-08-18 16:51:01.734174: Remain 2 Samples, max category conditions [32], timestep  840
2024-08-18 16:51:01.829713: Remain 2 Samples, max category conditions [32], timestep  839
2024-08-18 16:51:01.929239: Remain 2 Samples, max category conditions [32], timestep  838
2024-08-18 16:51:02.047539: Remain 2 Samples, max category conditions [32], timestep  837
2024-08-18 16:51:02.151111: Remain 2 Samples, max category conditions [32], timestep  836
2024-08-18 16:51:02.260407: Remain 2 Samples, max category conditions [32], timestep  835
2024-08-18 16:51:02.356980: Remain 2 Samples, max category conditions [32], timestep  834
2024-08-18 16:51:02.453005: Remain 2 Samples, max category conditions [32], timestep  833
2024-08-18 16:51:02.560646: Remain 2 Samples, max category conditions [32], timestep  832
2024-08-18 16:51:02.664192: Remain 2 Samples, max category conditions [32], timestep  831
2024-08-18 16:51:02.765831: Remain 2 Samples, max category conditions [32], timestep  830
2024-08-18 16:51:02.866401: Remain 2 Samples, max category conditions [32], timestep  829
2024-08-18 16:51:02.963555: Remain 2 Samples, max category conditions [32], timestep  828
2024-08-18 16:51:03.062066: Remain 2 Samples, max category conditions [32], timestep  827
2024-08-18 16:51:03.184674: Remain 2 Samples, max category conditions [32], timestep  826
2024-08-18 16:51:03.281259: Remain 2 Samples, max category conditions [32], timestep  825
2024-08-18 16:51:03.388834: Remain 2 Samples, max category conditions [32], timestep  824
2024-08-18 16:51:03.488414: Remain 2 Samples, max category conditions [32], timestep  823
2024-08-18 16:51:03.586995: Remain 2 Samples, max category conditions [32], timestep  822
2024-08-18 16:51:03.688583: Remain 2 Samples, max category conditions [32], timestep  821
2024-08-18 16:51:03.789127: Remain 2 Samples, max category conditions [32], timestep  820
2024-08-18 16:51:03.886741: Remain 2 Samples, max category conditions [32], timestep  819
2024-08-18 16:51:03.986324: Remain 2 Samples, max category conditions [32], timestep  818
2024-08-18 16:51:04.082537: Remain 2 Samples, max category conditions [32], timestep  817
2024-08-18 16:51:04.189149: Remain 2 Samples, max category conditions [32], timestep  816
2024-08-18 16:51:04.299755: Remain 2 Samples, max category conditions [32], timestep  815
2024-08-18 16:51:04.418211: Remain 2 Samples, max category conditions [32], timestep  814
2024-08-18 16:51:04.524818: Remain 2 Samples, max category conditions [32], timestep  813
2024-08-18 16:51:04.627963: Remain 2 Samples, max category conditions [32], timestep  812
2024-08-18 16:51:04.731269: Remain 2 Samples, max category conditions [32], timestep  811
2024-08-18 16:51:04.830877: Remain 2 Samples, max category conditions [32], timestep  810
2024-08-18 16:51:04.930453: Remain 2 Samples, max category conditions [32], timestep  809
2024-08-18 16:51:05.031992: Remain 2 Samples, max category conditions [32], timestep  808
2024-08-18 16:51:05.130599: Remain 2 Samples, max category conditions [32], timestep  807
2024-08-18 16:51:05.232074: Remain 2 Samples, max category conditions [32], timestep  806
2024-08-18 16:51:05.332713: Remain 2 Samples, max category conditions [32], timestep  805
2024-08-18 16:51:05.429189: Remain 2 Samples, max category conditions [32], timestep  804
2024-08-18 16:51:05.556735: Remain 2 Samples, max category conditions [32], timestep  803
2024-08-18 16:51:05.669384: Remain 2 Samples, max category conditions [32], timestep  802
2024-08-18 16:51:05.766912: Remain 2 Samples, max category conditions [32], timestep  801
2024-08-18 16:51:05.870516: Remain 2 Samples, max category conditions [32], timestep  800
2024-08-18 16:51:05.970126: Remain 2 Samples, max category conditions [32], timestep  799
2024-08-18 16:51:06.070704: Remain 2 Samples, max category conditions [32], timestep  798
2024-08-18 16:51:06.166285: Remain 2 Samples, max category conditions [32], timestep  797
2024-08-18 16:51:06.269924: Remain 2 Samples, max category conditions [32], timestep  796
2024-08-18 16:51:06.370506: Remain 2 Samples, max category conditions [32], timestep  795
2024-08-18 16:51:06.465153: Remain 2 Samples, max category conditions [32], timestep  794
2024-08-18 16:51:06.571763: Remain 2 Samples, max category conditions [32], timestep  793
2024-08-18 16:51:06.684370: Remain 2 Samples, max category conditions [32], timestep  792
2024-08-18 16:51:06.781925: Remain 2 Samples, max category conditions [32], timestep  791
2024-08-18 16:51:06.885983: Remain 2 Samples, max category conditions [32], timestep  790
2024-08-18 16:51:06.985529: Remain 2 Samples, max category conditions [32], timestep  789
2024-08-18 16:51:07.081071: Remain 2 Samples, max category conditions [32], timestep  788
2024-08-18 16:51:07.183680: Remain 2 Samples, max category conditions [32], timestep  787
2024-08-18 16:51:07.281285: Remain 2 Samples, max category conditions [32], timestep  786
2024-08-18 16:51:07.380865: Remain 2 Samples, max category conditions [32], timestep  785
2024-08-18 16:51:07.482481: Remain 2 Samples, max category conditions [32], timestep  784
2024-08-18 16:51:07.590078: Remain 2 Samples, max category conditions [32], timestep  783
2024-08-18 16:51:07.701686: Remain 2 Samples, max category conditions [32], timestep  782
2024-08-18 16:51:07.804263: Remain 2 Samples, max category conditions [32], timestep  781
2024-08-18 16:51:07.903838: Remain 2 Samples, max category conditions [32], timestep  780
2024-08-18 16:51:08.005396: Remain 2 Samples, max category conditions [32], timestep  779
2024-08-18 16:51:08.103985: Remain 2 Samples, max category conditions [32], timestep  778
2024-08-18 16:51:08.205561: Remain 2 Samples, max category conditions [32], timestep  777
2024-08-18 16:51:08.303169: Remain 2 Samples, max category conditions [32], timestep  776
2024-08-18 16:51:08.410747: Remain 2 Samples, max category conditions [32], timestep  775
2024-08-18 16:51:08.513318: Remain 2 Samples, max category conditions [32], timestep  774
2024-08-18 16:51:08.608928: Remain 2 Samples, max category conditions [32], timestep  773
2024-08-18 16:51:08.716495: Remain 2 Samples, max category conditions [32], timestep  772
2024-08-18 16:51:08.817070: Remain 2 Samples, max category conditions [32], timestep  771
2024-08-18 16:51:08.918645: Remain 2 Samples, max category conditions [32], timestep  770
2024-08-18 16:51:09.013253: Remain 2 Samples, max category conditions [32], timestep  769
2024-08-18 16:51:09.116858: Remain 2 Samples, max category conditions [32], timestep  768
2024-08-18 16:51:09.213013: Remain 2 Samples, max category conditions [32], timestep  767
2024-08-18 16:51:09.317624: Remain 2 Samples, max category conditions [32], timestep  766
2024-08-18 16:51:09.412230: Remain 2 Samples, max category conditions [32], timestep  765
2024-08-18 16:51:09.516806: Remain 2 Samples, max category conditions [32], timestep  764
2024-08-18 16:51:09.619418: Remain 2 Samples, max category conditions [32], timestep  763
2024-08-18 16:51:09.727030: Remain 2 Samples, max category conditions [32], timestep  762
2024-08-18 16:51:09.826638: Remain 2 Samples, max category conditions [32], timestep  761
2024-08-18 16:51:09.940251: Remain 2 Samples, max category conditions [32], timestep  760
2024-08-18 16:51:10.030832: Remain 2 Samples, max category conditions [32], timestep  759
2024-08-18 16:51:10.133442: Remain 2 Samples, max category conditions [32], timestep  758
2024-08-18 16:51:10.231014: Remain 2 Samples, max category conditions [32], timestep  757
2024-08-18 16:51:10.334659: Remain 2 Samples, max category conditions [32], timestep  756
2024-08-18 16:51:10.433270: Remain 2 Samples, max category conditions [32], timestep  755
2024-08-18 16:51:10.537881: Remain 2 Samples, max category conditions [32], timestep  754
2024-08-18 16:51:10.634494: Remain 2 Samples, max category conditions [32], timestep  753
2024-08-18 16:51:10.739006: Remain 2 Samples, max category conditions [32], timestep  752
2024-08-18 16:51:10.834614: Remain 2 Samples, max category conditions [32], timestep  751
2024-08-18 16:51:10.937798: Remain 2 Samples, max category conditions [32], timestep  750
2024-08-18 16:51:11.050412: Remain 2 Samples, max category conditions [32], timestep  749
2024-08-18 16:51:11.151052: Remain 2 Samples, max category conditions [32], timestep  748
2024-08-18 16:51:11.246501: Remain 2 Samples, max category conditions [32], timestep  747
2024-08-18 16:51:11.339113: Remain 2 Samples, max category conditions [32], timestep  746
2024-08-18 16:51:11.429623: Remain 2 Samples, max category conditions [32], timestep  745
2024-08-18 16:51:11.528752: Remain 2 Samples, max category conditions [32], timestep  744
2024-08-18 16:51:11.631340: Remain 2 Samples, max category conditions [32], timestep  743
2024-08-18 16:51:11.729884: Remain 2 Samples, max category conditions [32], timestep  742
2024-08-18 16:51:11.834485: Remain 2 Samples, max category conditions [32], timestep  741
2024-08-18 16:51:11.934029: Remain 2 Samples, max category conditions [32], timestep  740
2024-08-18 16:51:12.031641: Remain 2 Samples, max category conditions [32], timestep  739
2024-08-18 16:51:12.143268: Remain 2 Samples, max category conditions [32], timestep  738
2024-08-18 16:51:12.250910: Remain 2 Samples, max category conditions [32], timestep  737
2024-08-18 16:51:12.354287: Remain 2 Samples, max category conditions [32], timestep  736
2024-08-18 16:51:12.454890: Remain 2 Samples, max category conditions [32], timestep  735
2024-08-18 16:51:12.572057: Remain 2 Samples, max category conditions [32], timestep  734
2024-08-18 16:51:12.676208: Remain 2 Samples, max category conditions [32], timestep  733
2024-08-18 16:51:12.772834: Remain 2 Samples, max category conditions [32], timestep  732
2024-08-18 16:51:12.865391: Remain 2 Samples, max category conditions [32], timestep  731
2024-08-18 16:51:12.970032: Remain 2 Samples, max category conditions [32], timestep  730
2024-08-18 16:51:13.064076: Remain 2 Samples, max category conditions [32], timestep  729
2024-08-18 16:51:13.171151: Remain 2 Samples, max category conditions [32], timestep  728
2024-08-18 16:51:13.280690: Remain 2 Samples, max category conditions [32], timestep  727
2024-08-18 16:51:13.396301: Remain 2 Samples, max category conditions [32], timestep  726
2024-08-18 16:51:13.497817: Remain 2 Samples, max category conditions [32], timestep  725
2024-08-18 16:51:13.601424: Remain 2 Samples, max category conditions [32], timestep  724
2024-08-18 16:51:13.700021: Remain 2 Samples, max category conditions [32], timestep  723
2024-08-18 16:51:13.801571: Remain 2 Samples, max category conditions [32], timestep  722
2024-08-18 16:51:13.896216: Remain 2 Samples, max category conditions [32], timestep  721
2024-08-18 16:51:14.002784: Remain 2 Samples, max category conditions [32], timestep  720
2024-08-18 16:51:14.096415: Remain 2 Samples, max category conditions [32], timestep  719
2024-08-18 16:51:14.197955: Remain 2 Samples, max category conditions [32], timestep  718
2024-08-18 16:51:14.300549: Remain 2 Samples, max category conditions [32], timestep  717
2024-08-18 16:51:14.402162: Remain 2 Samples, max category conditions [32], timestep  716
2024-08-18 16:51:14.496772: Remain 2 Samples, max category conditions [32], timestep  715
2024-08-18 16:51:14.618312: Remain 2 Samples, max category conditions [32], timestep  714
2024-08-18 16:51:14.716559: Remain 2 Samples, max category conditions [32], timestep  713
2024-08-18 16:51:14.819035: Remain 2 Samples, max category conditions [32], timestep  712
2024-08-18 16:51:14.917638: Remain 2 Samples, max category conditions [32], timestep  711
2024-08-18 16:51:15.019817: Remain 2 Samples, max category conditions [32], timestep  710
2024-08-18 16:51:15.126421: Remain 2 Samples, max category conditions [32], timestep  709
2024-08-18 16:51:15.219030: Remain 2 Samples, max category conditions [32], timestep  708
2024-08-18 16:51:15.319492: Remain 2 Samples, max category conditions [32], timestep  707
2024-08-18 16:51:15.432093: Remain 2 Samples, max category conditions [32], timestep  706
2024-08-18 16:51:15.535705: Remain 2 Samples, max category conditions [32], timestep  705
2024-08-18 16:51:15.631245: Remain 2 Samples, max category conditions [32], timestep  704
2024-08-18 16:51:15.728854: Remain 2 Samples, max category conditions [32], timestep  703
2024-08-18 16:51:15.833461: Remain 2 Samples, max category conditions [32], timestep  702
2024-08-18 16:51:15.930041: Remain 2 Samples, max category conditions [32], timestep  701
2024-08-18 16:51:16.035647: Remain 2 Samples, max category conditions [32], timestep  700
2024-08-18 16:51:16.135291: Remain 2 Samples, max category conditions [32], timestep  699
2024-08-18 16:51:16.242867: Remain 2 Samples, max category conditions [32], timestep  698
2024-08-18 16:51:16.345508: Remain 2 Samples, max category conditions [32], timestep  697
2024-08-18 16:51:16.450114: Remain 2 Samples, max category conditions [32], timestep  696
2024-08-18 16:51:16.555655: Remain 2 Samples, max category conditions [32], timestep  695
2024-08-18 16:51:16.647276: Remain 2 Samples, max category conditions [32], timestep  694
2024-08-18 16:51:16.755923: Remain 2 Samples, max category conditions [32], timestep  693
2024-08-18 16:51:16.855470: Remain 2 Samples, max category conditions [32], timestep  692
2024-08-18 16:51:16.956119: Remain 2 Samples, max category conditions [32], timestep  691
2024-08-18 16:51:17.055690: Remain 2 Samples, max category conditions [32], timestep  690
2024-08-18 16:51:17.155305: Remain 2 Samples, max category conditions [32], timestep  689
2024-08-18 16:51:17.254402: Remain 2 Samples, max category conditions [32], timestep  688
2024-08-18 16:51:17.355994: Remain 2 Samples, max category conditions [32], timestep  687
2024-08-18 16:51:17.448569: Remain 2 Samples, max category conditions [32], timestep  686
2024-08-18 16:51:17.552147: Remain 2 Samples, max category conditions [32], timestep  685
2024-08-18 16:51:17.670301: Remain 2 Samples, max category conditions [32], timestep  684
2024-08-18 16:51:17.768337: Remain 2 Samples, max category conditions [32], timestep  683
2024-08-18 16:51:17.867952: Remain 2 Samples, max category conditions [32], timestep  682
2024-08-18 16:51:17.963558: Remain 2 Samples, max category conditions [32], timestep  681
2024-08-18 16:51:18.064076: Remain 2 Samples, max category conditions [32], timestep  680
2024-08-18 16:51:18.166668: Remain 2 Samples, max category conditions [32], timestep  679
2024-08-18 16:51:18.263116: Remain 2 Samples, max category conditions [32], timestep  678
2024-08-18 16:51:18.364265: Remain 2 Samples, max category conditions [32], timestep  677
2024-08-18 16:51:18.467840: Remain 2 Samples, max category conditions [32], timestep  676
2024-08-18 16:51:18.564138: Remain 2 Samples, max category conditions [32], timestep  675
2024-08-18 16:51:18.676213: Remain 2 Samples, max category conditions [32], timestep  674
2024-08-18 16:51:18.770255: Remain 2 Samples, max category conditions [32], timestep  673
2024-08-18 16:51:18.878296: Remain 2 Samples, max category conditions [32], timestep  672
2024-08-18 16:51:18.978665: Remain 2 Samples, max category conditions [32], timestep  671
2024-08-18 16:51:19.083215: Remain 2 Samples, max category conditions [32], timestep  670
2024-08-18 16:51:19.188729: Remain 2 Samples, max category conditions [32], timestep  669
2024-08-18 16:51:19.288277: Remain 2 Samples, max category conditions [32], timestep  668
2024-08-18 16:51:19.386819: Remain 2 Samples, max category conditions [32], timestep  667
2024-08-18 16:51:19.488395: Remain 2 Samples, max category conditions [32], timestep  666
2024-08-18 16:51:19.582608: Remain 2 Samples, max category conditions [32], timestep  665
2024-08-18 16:51:19.690261: Remain 2 Samples, max category conditions [32], timestep  664
2024-08-18 16:51:19.802730: Remain 2 Samples, max category conditions [32], timestep  663
2024-08-18 16:51:19.900375: Remain 2 Samples, max category conditions [32], timestep  662
2024-08-18 16:51:20.002985: Remain 2 Samples, max category conditions [32], timestep  661
2024-08-18 16:51:20.102259: Remain 2 Samples, max category conditions [32], timestep  660
2024-08-18 16:51:20.197820: Remain 2 Samples, max category conditions [32], timestep  659
2024-08-18 16:51:20.297410: Remain 2 Samples, max category conditions [32], timestep  658
2024-08-18 16:51:20.402788: Remain 2 Samples, max category conditions [32], timestep  657
2024-08-18 16:51:20.497330: Remain 2 Samples, max category conditions [32], timestep  656
2024-08-18 16:51:20.596943: Remain 2 Samples, max category conditions [32], timestep  655
2024-08-18 16:51:20.711490: Remain 2 Samples, max category conditions [32], timestep  654
2024-08-18 16:51:20.820900: Remain 2 Samples, max category conditions [32], timestep  653
2024-08-18 16:51:20.929515: Remain 2 Samples, max category conditions [32], timestep  652
2024-08-18 16:51:21.023116: Remain 2 Samples, max category conditions [32], timestep  651
2024-08-18 16:51:21.113668: Remain 2 Samples, max category conditions [32], timestep  650
2024-08-18 16:51:21.217288: Remain 2 Samples, max category conditions [32], timestep  649
2024-08-18 16:51:21.313806: Remain 2 Samples, max category conditions [32], timestep  648
2024-08-18 16:51:21.417383: Remain 2 Samples, max category conditions [32], timestep  647
2024-08-18 16:51:21.514962: Remain 2 Samples, max category conditions [32], timestep  646
2024-08-18 16:51:21.614289: Remain 2 Samples, max category conditions [32], timestep  645
2024-08-18 16:51:21.719897: Remain 2 Samples, max category conditions [32], timestep  644
2024-08-18 16:51:21.814363: Remain 2 Samples, max category conditions [32], timestep  643
2024-08-18 16:51:21.926942: Remain 2 Samples, max category conditions [32], timestep  642
2024-08-18 16:51:22.021492: Remain 2 Samples, max category conditions [32], timestep  641
2024-08-18 16:51:22.139097: Remain 2 Samples, max category conditions [32], timestep  640
2024-08-18 16:51:22.237638: Remain 2 Samples, max category conditions [32], timestep  639
2024-08-18 16:51:22.340221: Remain 2 Samples, max category conditions [32], timestep  638
2024-08-18 16:51:22.436802: Remain 2 Samples, max category conditions [32], timestep  637
2024-08-18 16:51:22.537419: Remain 2 Samples, max category conditions [32], timestep  636
2024-08-18 16:51:22.640028: Remain 2 Samples, max category conditions [32], timestep  635
2024-08-18 16:51:22.746613: Remain 2 Samples, max category conditions [32], timestep  634
2024-08-18 16:51:22.848222: Remain 2 Samples, max category conditions [32], timestep  633
2024-08-18 16:51:22.950555: Remain 2 Samples, max category conditions [32], timestep  632
2024-08-18 16:51:23.062165: Remain 2 Samples, max category conditions [32], timestep  631
2024-08-18 16:51:23.167776: Remain 2 Samples, max category conditions [32], timestep  630
2024-08-18 16:51:23.271256: Remain 2 Samples, max category conditions [32], timestep  629
2024-08-18 16:51:23.375469: Remain 2 Samples, max category conditions [32], timestep  628
2024-08-18 16:51:23.479620: Remain 2 Samples, max category conditions [32], timestep  627
2024-08-18 16:51:23.575225: Remain 2 Samples, max category conditions [32], timestep  626
2024-08-18 16:51:23.679747: Remain 2 Samples, max category conditions [32], timestep  625
2024-08-18 16:51:23.781366: Remain 2 Samples, max category conditions [32], timestep  624
2024-08-18 16:51:23.880844: Remain 2 Samples, max category conditions [32], timestep  623
2024-08-18 16:51:23.982389: Remain 2 Samples, max category conditions [32], timestep  622
2024-08-18 16:51:24.082939: Remain 2 Samples, max category conditions [32], timestep  621
2024-08-18 16:51:24.184513: Remain 2 Samples, max category conditions [32], timestep  620
2024-08-18 16:51:24.280122: Remain 2 Samples, max category conditions [32], timestep  619
2024-08-18 16:51:24.378736: Remain 2 Samples, max category conditions [32], timestep  618
2024-08-18 16:51:24.484334: Remain 2 Samples, max category conditions [32], timestep  617
2024-08-18 16:51:24.586925: Remain 2 Samples, max category conditions [32], timestep  616
2024-08-18 16:51:24.699564: Remain 2 Samples, max category conditions [32], timestep  615
2024-08-18 16:51:24.800173: Remain 2 Samples, max category conditions [32], timestep  614
2024-08-18 16:51:24.896712: Remain 2 Samples, max category conditions [32], timestep  613
2024-08-18 16:51:25.000322: Remain 2 Samples, max category conditions [32], timestep  612
2024-08-18 16:51:25.095897: Remain 2 Samples, max category conditions [32], timestep  611
2024-08-18 16:51:25.195471: Remain 2 Samples, max category conditions [32], timestep  610
2024-08-18 16:51:25.298617: Remain 2 Samples, max category conditions [32], timestep  609
2024-08-18 16:51:25.399223: Remain 2 Samples, max category conditions [32], timestep  608
2024-08-18 16:51:25.495801: Remain 2 Samples, max category conditions [32], timestep  607
2024-08-18 16:51:25.595409: Remain 2 Samples, max category conditions [32], timestep  606
2024-08-18 16:51:25.713017: Remain 2 Samples, max category conditions [32], timestep  605
2024-08-18 16:51:25.810655: Remain 2 Samples, max category conditions [32], timestep  604
2024-08-18 16:51:25.905268: Remain 2 Samples, max category conditions [32], timestep  603
2024-08-18 16:51:26.009808: Remain 2 Samples, max category conditions [32], timestep  602
2024-08-18 16:51:26.102414: Remain 2 Samples, max category conditions [32], timestep  601
2024-08-18 16:51:26.199959: Remain 2 Samples, max category conditions [32], timestep  600
2024-08-18 16:51:26.297573: Remain 2 Samples, max category conditions [32], timestep  599
2024-08-18 16:51:26.403653: Remain 2 Samples, max category conditions [32], timestep  598
2024-08-18 16:51:26.501282: Remain 2 Samples, max category conditions [32], timestep  597
2024-08-18 16:51:26.601901: Remain 2 Samples, max category conditions [32], timestep  596
2024-08-18 16:51:26.704440: Remain 2 Samples, max category conditions [32], timestep  595
2024-08-18 16:51:26.811081: Remain 2 Samples, max category conditions [32], timestep  594
2024-08-18 16:51:26.912655: Remain 2 Samples, max category conditions [32], timestep  593
2024-08-18 16:51:27.017228: Remain 2 Samples, max category conditions [32], timestep  592
2024-08-18 16:51:27.111836: Remain 2 Samples, max category conditions [32], timestep  591
2024-08-18 16:51:27.216446: Remain 2 Samples, max category conditions [32], timestep  590
2024-08-18 16:51:27.314055: Remain 2 Samples, max category conditions [32], timestep  589
2024-08-18 16:51:27.417664: Remain 2 Samples, max category conditions [32], timestep  588
2024-08-18 16:51:27.535210: Remain 2 Samples, max category conditions [32], timestep  587
2024-08-18 16:51:27.630750: Remain 2 Samples, max category conditions [32], timestep  586
2024-08-18 16:51:27.736326: Remain 2 Samples, max category conditions [32], timestep  585
2024-08-18 16:51:27.834870: Remain 2 Samples, max category conditions [32], timestep  584
2024-08-18 16:51:27.930513: Remain 2 Samples, max category conditions [32], timestep  583
2024-08-18 16:51:28.046048: Remain 2 Samples, max category conditions [32], timestep  582
2024-08-18 16:51:28.146655: Remain 2 Samples, max category conditions [32], timestep  581
2024-08-18 16:51:28.250207: Remain 2 Samples, max category conditions [32], timestep  580
2024-08-18 16:51:28.345815: Remain 2 Samples, max category conditions [32], timestep  579
2024-08-18 16:51:28.450396: Remain 2 Samples, max category conditions [32], timestep  578
2024-08-18 16:51:28.546948: Remain 2 Samples, max category conditions [32], timestep  577
2024-08-18 16:51:28.651477: Remain 2 Samples, max category conditions [32], timestep  576
2024-08-18 16:51:28.759062: Remain 2 Samples, max category conditions [32], timestep  575
2024-08-18 16:51:28.852674: Remain 2 Samples, max category conditions [32], timestep  574
2024-08-18 16:51:28.963279: Remain 2 Samples, max category conditions [32], timestep  573
2024-08-18 16:51:29.055891: Remain 2 Samples, max category conditions [32], timestep  572
2024-08-18 16:51:29.153400: Remain 2 Samples, max category conditions [32], timestep  571
2024-08-18 16:51:29.251007: Remain 2 Samples, max category conditions [32], timestep  570
2024-08-18 16:51:29.353615: Remain 2 Samples, max category conditions [32], timestep  569
2024-08-18 16:51:29.462090: Remain 2 Samples, max category conditions [32], timestep  568
2024-08-18 16:51:29.567670: Remain 2 Samples, max category conditions [32], timestep  567
2024-08-18 16:51:29.668282: Remain 2 Samples, max category conditions [32], timestep  566
2024-08-18 16:51:29.770889: Remain 2 Samples, max category conditions [32], timestep  565
2024-08-18 16:51:29.869497: Remain 2 Samples, max category conditions [32], timestep  564
2024-08-18 16:51:29.979043: Remain 2 Samples, max category conditions [32], timestep  563
2024-08-18 16:51:30.079119: Remain 2 Samples, max category conditions [32], timestep  562
2024-08-18 16:51:30.180765: Remain 2 Samples, max category conditions [32], timestep  561
2024-08-18 16:51:30.281376: Remain 2 Samples, max category conditions [32], timestep  560
2024-08-18 16:51:30.383953: Remain 2 Samples, max category conditions [32], timestep  559
2024-08-18 16:51:30.480565: Remain 2 Samples, max category conditions [32], timestep  558
2024-08-18 16:51:30.580129: Remain 2 Samples, max category conditions [32], timestep  557
2024-08-18 16:51:30.682747: Remain 2 Samples, max category conditions [32], timestep  556
2024-08-18 16:51:30.795322: Remain 2 Samples, max category conditions [32], timestep  555
2024-08-18 16:51:30.895926: Remain 2 Samples, max category conditions [32], timestep  554
2024-08-18 16:51:30.995045: Remain 2 Samples, max category conditions [32], timestep  553
2024-08-18 16:51:31.100686: Remain 2 Samples, max category conditions [32], timestep  552
2024-08-18 16:51:31.201265: Remain 2 Samples, max category conditions [32], timestep  551
2024-08-18 16:51:31.295897: Remain 2 Samples, max category conditions [32], timestep  550
2024-08-18 16:51:31.397508: Remain 2 Samples, max category conditions [32], timestep  549
2024-08-18 16:51:31.497089: Remain 2 Samples, max category conditions [32], timestep  548
2024-08-18 16:51:31.600726: Remain 2 Samples, max category conditions [32], timestep  547
